System,Teff,err,err.1,[Fe/H],erru,errd,M_A,errup,errdn,R_A,errup.1,errdn.1,loggA,errup.2,errdn.2,rho_A,errup.3,errdn.3,Period,e,errup.4,errdown,a(AU),errup.5,errdown.1,M_b,errup.6,errdn.4,R_b,errup.7,errdn.5,g_b,errup.8,errdn.6,rho_b,errup.9,errdn.7,Teq,err.2,err.3,Discovery_reference,Recent_reference,Rp_Rs,a_Rs,host_star,has_pdcsap,n_sectors,sector_list,pl_name,hostname,tic_id,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_orbeccen,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_imppar,pl_impparerr1,pl_impparerr2,pl_trandep,ttv_flag,st_teff,st_logg,st_rad,discoverymethod,nea_match_type
TOI-3819,5859,72,71,0.273,0.084,0.082,1.242,0.057,0.076,1.538,0.037,0.037,4.156,0.027,0.029,0.339,0.028,0.027,3.244,0.0,0.093,0.0,0.04611,0.00069,0.00096,1.11,0.18,0.2,1.172,0.036,0.035,20.0,3.6,3.6,0.641,0.128,0.128,1633.0,21.0,19.0,2023ApJS..265....1Y,2023ApJS..265....1Y,0.7620286085825747,6.44676648774091,TOI-3819,True,6,"[0, 1, 2, 3, 4, 5]",TOI-3819 b,TOI-3819,TIC 95660472,82.79,0.3,-0.31,,,,6.43,0.17,-0.17,0.0,2459502.7437,0.00038,-0.00038,2.779,0.036,-0.034,0.808,0.012,-0.013,0.613,0.0,5859.0,4.156,1.538,Transit,host_single
K2-115,5544,60,60,-0.23,0.04,0.04,0.831,0.023,0.019,0.881,0.049,0.05,4.461,0.057,0.041,1.01,0.31,0.2,20.273,0.137,0.072,0.074,0.1367,0.0012,0.001,0.84,0.18,0.2,1.115,0.057,0.061,-1.0,-1.0,-1.0,0.62,0.23,0.18,682.0,22.0,24.0,2017AJ....154..188S,2017AJ....154..188S,1.2656072644721907,33.36535569481587,K2-115,True,6,"[7, 34, 45, 46, 71, 72]",K2-115 b,K2-115,TIC 7020254,88.912,0.057,-0.075,0.12659,0.00075,-0.00084,35.62,0.91,-1.1,0.063,2457522.07014,0.00017,-0.00017,3.8736,0.0264,-0.0264,0.655,0.018,-0.021,1.603,0.0,5870.0,4.538,0.855,Transit,host_single
HAT-P-31,6065,100,100,0.15,0.08,0.08,1.218,0.089,0.063,1.36,0.27,0.18,4.26,0.11,0.13,0.49,0.17,0.18,5.005,0.245,0.0045,0.0045,0.055,0.015,0.015,2.171,0.105,0.077,1.07,0.24,0.16,41.0,17.0,21.0,1.64,0.93,0.7,1450.0,230.0,110.0,2011AJ....142...95K,2011AJ....142...95K,0.7867647058823529,8.696148232455693,HAT-P-31,True,6,"[0, 1, 2, 3, 4, 5]",HAT-P-31 b,HAT-P-31,TIC 320798691,87.1,2.25,-2.25,,,,9.7,1.62,-1.62,0.25,,,,,,,,,,0.65,0.0,6065.0,4.26,1.39,Transit,host_single
TOI-4145,5281,86,76,0.168,0.084,0.087,0.905,0.043,0.044,0.859,0.018,0.017,4.526,0.02,0.021,1.425,0.085,0.078,4.066,0.0,0.135,0.0,0.04823,0.00075,0.00079,0.43,0.13,0.13,1.187,0.032,0.031,7.6,2.4,2.2,0.241,0.075,0.075,1074.0,19.0,16.0,2023ApJS..265....1Y,2023ApJS..265....1Y,1.381839348079162,12.073334993794475,TOI-4145,True,6,"[0, 1, 2, 3, 4, 5]",TOI-4145 A b,TOI-4145 A,TIC 279947414,86.2,0.12,-0.12,,,,12.07,0.24,-0.23,0.0,2458925.88211,0.00017,-0.00016,2.106,0.024,-0.023,0.8,0.01,-0.011,2.015,0.0,5281.0,4.526,0.859,Transit,host_single
WASP-127,5750,100,100,-0.18,0.06,0.06,0.95,0.02,0.02,1.333,0.027,0.027,4.18,0.01,0.01,0.404,0.015,0.015,4.178,0.0,-1.0,-1.0,0.052,0.0005,0.0005,0.165,0.021,0.017,1.311,0.025,0.029,2.14,0.32,0.28,0.073,0.01,0.009,1400.0,24.0,24.0,2017A+A...599A...3L,2020A+A...643A..45S,0.983495873968492,8.388346218362773,WASP-127,True,6,"[0, 1, 2, 3, 4, 5]",WASP-127 b,WASP-127,TIC 169226822,87.84,0.36,-0.33,0.10103,0.00026,-0.00047,7.81,0.11,-0.09,0.0,2456776.62124,0.00023,-0.00028,4.35288,0.0084,-0.01392,0.29,0.04,-0.04,1.021,0.0,,,1.333,Transit,host_single
WASP-023,5046,99,99,0.05,0.06,0.06,0.842,0.051,0.049,0.819,0.033,0.028,4.531,0.025,0.029,1.497,0.033,0.031,2.944,0.0,-1.0,-1.0,0.03798,0.00075,0.00075,0.917,0.04,0.039,1.067,0.045,0.038,19.7,1.3,1.4,0.691,0.072,0.077,1152.0,28.0,26.0,2011A+A...531A..24T,2013A+A...553A..26N,1.3028083028083028,9.971814972169774,WASP-023,True,6,"[0, 1, 2, 3, 4, 5]",WASP-23 b,WASP-23,TIC 170102285,88.39,0.79,-0.45,,,,,,,0.062,2455320.12363,0.00012,-0.00013,2.39424,0.00744,-0.00936,,,,1.691,0.0,5150.0,4.4,0.765,Transit,host_single
Kepler-1654,5597,95,93,-0.088,0.097,0.095,1.011,0.056,0.052,1.179,0.026,0.023,4.3,0.01,0.012,0.621,0.011,0.023,1047.836,-1.0,-1.0,-1.0,2.026,0.037,0.035,-1.0,-1.0,-1.0,0.819,0.019,0.017,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,206.0,4.0,4.0,2018AJ....155..158B,2018AJ....155..158B,0.6946564885496183,369.5122059338286,Kepler-1654,True,6,"[40, 41, 53, 54, 74, 75]",Kepler-1654 b,Kepler-1654,TIC 123417316,89.982,0.012,-0.017,0.07138,0.00033,-0.00032,370.3,2.2,-4.7,0.26,2455375.1341,0.0014,-0.0015,22.992,0.084,-0.0936,0.114,0.11,-0.079,0.5096,0.0,5597.0,4.3001,1.179,Transit,host_single
HAT-P-12,4665,45,45,-0.2,0.09,0.09,0.691,0.023,0.023,0.679,0.013,0.013,4.614,0.012,0.012,2.205,0.077,0.077,3.213,0.0,-1.0,-1.0,0.03767,0.00063,0.00063,0.201,0.012,0.012,0.919,0.023,0.023,5.89,0.34,0.34,0.242,0.017,0.017,955.0,11.0,11.0,2009ApJ...706..785H,2018A+A...613A..41M,1.353460972017673,11.929685615921386,HAT-P-12,True,5,"[23, 49, 50, 76, 77]",HAT-P-12 b,HAT-P-12,TIC 198108326,89.0,0.4,-0.4,0.1406,0.0013,-0.0013,11.77,0.15,-0.21,0.0,2454419.19556,0.0002,-0.0002,2.3376,0.0144,-0.0144,0.211,0.066,-0.078,1.977,0.0,4650.0,4.61,0.701,Transit,host_single
TOI-1518,7300,100,100,-0.1,0.12,0.12,1.79,0.26,0.26,1.95,0.048,0.048,4.1,0.2,0.2,-1.0,-1.0,-1.0,1.903,0.0,0.01,0.0,0.0389,0.0011,0.0011,0.0,2.3,0.0,1.875,0.053,0.053,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2492.0,38.0,38.0,2021AJ....162..218C,2021AJ....162..218C,0.9615384615384616,4.289613296874927,TOI-1518,True,5,"[57, 58, 77, 84, 85]",TOI-1518 b,TOI-1518,TIC 427761355,77.626,0.097,-0.097,0.09939,0.0005,-0.00051,4.109,0.021,-0.02,,2459983.791942,6.6e-05,-6.6e-05,2.395,0.0082,-0.0079,0.8806,0.0025,-0.0027,0.988,0.0,7299.0,4.136,1.942,Transit,host_single
KELT-18,6670,120,120,0.09,0.13,0.13,1.524,0.069,0.068,1.908,0.042,0.035,4.06,0.01,0.014,0.22,0.005,0.01,2.872,0.0,0.27,0.0,0.0455,0.00067,0.00069,1.18,0.11,0.11,1.57,0.042,0.036,11.8,1.1,1.1,0.284,0.03,0.03,2085.0,39.0,38.0,2017AJ....153..263M,2017AJ....153..263M,0.8228511530398324,5.127860230840083,KELT-18,True,5,"[23, 48, 50, 75, 77]",KELT-18 b,KELT-18,TIC 293687315,88.86,0.79,-1.2,0.08462,0.00091,-0.00091,5.138,0.038,-0.078,0.0,2457542.52504,0.00039,-0.00039,4.644,0.0264,-0.024,0.102,0.1,-0.071,0.716,0.0,6670.0,4.0599,1.908,Transit,host_single
KELT-17,7454,49,49,-0.018,0.074,0.072,1.635,0.066,0.061,1.645,0.06,0.055,4.22,0.022,0.024,0.367,0.032,0.03,3.08,0.0,0.39,0.0,0.04881,0.00065,0.00061,1.31,0.28,0.29,1.507,0.055,0.055,13.9,3.2,3.1,0.35,0.09,0.08,2087.0,32.0,33.0,2016AJ....152..136Z,2022MNRAS.513.2822G,0.9161094224924012,6.380372848937064,KELT-17,True,5,"[44, 45, 46, 71, 72]",KELT-17 b,KELT-17,TIC 6893917,84.87,0.45,-0.43,0.09526,0.00088,-0.00085,6.38,0.18,-0.18,,2457226.142194,0.00033,-0.00033,3.4752,0.0336,-0.0312,0.57,0.031,-0.035,0.907,0.0,7454.0,4.22,1.645,Transit,host_single
WASP-096,5500,150,150,0.14,0.19,0.19,1.06,0.09,0.09,1.05,0.05,0.05,4.42,0.02,0.02,0.922,0.073,0.073,3.426,0.0,0.27,0.0,0.0453,0.0013,0.0013,0.48,0.03,0.03,1.2,0.06,0.06,7.59,0.73,0.68,0.28,0.04,0.04,1285.0,40.0,40.0,2014MNRAS.440.1982H,2014MNRAS.440.1982H,1.1428571428571428,9.277096109179748,WASP-096,True,5,"[0, 1, 2, 3, 4]",WASP-96 b,WASP-96,TIC 160148385,85.6,0.2,-0.2,,,,,,,0.0,2456258.0621,0.0002,-0.0002,2.4264,0.0264,-0.0264,0.71,0.019,-0.019,1.38,0.0,5540.0,4.42,1.05,Transit,host_single
TOI-4137,6202,94,90,0.182,0.083,0.085,1.313,0.068,0.071,1.438,0.039,0.038,4.24,0.031,0.032,0.44,0.042,0.039,3.802,0.0,0.246,0.0,0.0522,0.00089,0.00096,1.44,0.17,0.15,1.211,0.04,0.039,24.4,3.4,3.0,0.761,0.128,0.113,1570.0,25.0,24.0,2022AJ....164...70Y,2022AJ....164...70Y,0.8421418636995829,7.805752374743896,TOI-4137,True,5,"[0, 1, 2, 3, 4]",TOI-4137 b,TOI-4137,TIC 417646390,85.7,0.4,-0.4,,,,7.8,0.24,-0.24,0.0,2458990.46651,0.00033,-0.00033,3.4296,0.0312,-0.0312,0.584,0.035,-0.038,0.749,0.0,6202.0,4.24,1.438,Transit,host_single
K2-030,5582,39,39,0.137,0.031,0.031,0.984,0.02,0.02,0.941,0.038,0.038,4.484,0.039,0.039,1.18,0.15,0.15,4.099,0.026,0.038,0.02,0.04986,0.00033,0.00033,0.625,0.03,0.03,1.197,0.052,0.052,-1.0,-1.0,-1.0,0.363,0.055,0.055,1152.0,19.0,19.0,2016A+A...594A..50L,2016A+A...594A..50L,1.2720510095642934,11.393726851193655,K2-030,True,5,"[42, 43, 44, 70, 71]",K2-30 b,K2-30,TIC 26017005,86.92,0.26,-0.24,0.1266,0.0015,-0.0016,12.34,0.42,-0.38,0.0,2457063.80714,0.0001,-0.0001,2.3208,0.024,-0.024,0.662,0.03,-0.036,1.603,0.0,5425.0,4.54,0.844,Transit,host_single
WASP-097,5670,110,110,0.23,0.11,0.11,1.12,0.05,0.05,1.06,0.04,0.04,4.43,0.03,0.03,0.93,0.09,0.09,2.073,0.0,0.05,0.0,0.03303,0.00056,0.00056,1.32,0.05,0.05,1.13,0.06,0.06,23.4,2.2,2.2,0.91,0.11,0.11,1555.0,40.0,40.0,2014MNRAS.440.1982H,2014MNRAS.440.1982H,1.0660377358490565,6.70047916844761,WASP-097,True,5,"[0, 1, 2, 3, 4]",WASP-97 b,WASP-97,TIC 230982885,88.0,1.15,-1.15,,,,6.72,0.28,-0.28,0.0,,,,,,,,,,1.2,0.0,5640.0,4.45,1.08,Transit,host_single
WASP-087,6450,120,120,-0.41,0.1,0.1,1.204,0.093,0.093,1.627,0.062,0.062,4.096,0.023,0.023,0.28,0.021,0.021,1.683,0.0,0.099,0.0,0.02946,0.00075,0.00075,2.18,0.15,0.15,1.385,0.06,0.06,26.1,1.9,1.9,0.823,0.088,0.088,2322.0,50.0,50.0,arXiv:1410.3449,arXiv:1410.3449,0.851259987707437,3.893573186816526,WASP-087,True,5,"[0, 1, 2, 3, 4]",WASP-87 b,WASP-87,TIC 15445551,81.07,0.63,-0.63,,,,,,,0.0,2457082.07656,0.00021,-0.00021,,,,0.604,0.028,-0.028,0.765,0.0,6450.0,,1.627,Transit,host_single
TOI-181,4820,80,80,0.14,0.05,0.05,0.802,0.021,0.021,0.75,0.007,0.007,4.59,0.03,0.03,1.91,0.09,0.09,4.532,0.0,0.12,0.0,0.049,0.002,0.002,0.157,0.021,0.02,0.598,0.018,0.018,9.4,0.3,1.4,0.69,0.11,0.11,895.0,32.0,34.0,2023MNRAS.521.1066M,arXiv:2602.18553,0.7973333333333333,14.04875922935388,TOI-181,True,4,"[2, 29, 69, 96]",TOI-181 b,TOI-181,TIC 76923707,88.28,0.32,-0.34,0.0854,0.001,-0.001,15.5641,1.25,-1.06,0.1543,2458358.12,0.00027,-0.00026,1.99,0.23,-0.21,0.5348,0.05,-0.07,0.73,0.0,4994.0,4.608,0.745,Transit,host_single
K2-114,5014,60,60,0.41,0.04,0.04,0.832,0.021,0.018,0.828,0.026,0.022,4.481,0.044,0.051,1.3,0.23,0.21,11.391,0.0,-1.0,-1.0,0.09309,0.00066,0.00059,1.85,0.23,0.22,0.942,0.032,0.02,-1.0,-1.0,-1.0,2.25,0.35,0.34,719.0,15.0,11.0,2017AJ....154..188S,2017AJ....154..188S,1.1376811594202898,24.17552123374284,K2-114,True,5,"[7, 44, 45, 46, 72]",K2-114 b,K2-114,TIC 366576758,89.16,0.18,-0.13,0.1167,0.0013,-0.0014,24.4,0.67,-0.66,0.079,2457687.08869,0.00016,-0.00016,3.9696,0.0288,-0.0288,0.378,0.061,-0.085,1.361,0.0,4899.0,4.534,0.832,Transit,host_single
HAT-P-39,6340,100,100,0.19,0.1,0.1,1.404,0.051,0.051,1.625,0.081,0.062,4.16,0.03,0.03,-1.0,-1.0,-1.0,3.544,0.0,-1.0,-1.0,0.0509,0.0006,0.0006,0.599,0.099,0.099,1.571,0.108,0.081,5.9,1.3,1.3,0.14,0.03,0.03,1752.0,43.0,43.0,2012AJ....144..139H,2012AJ....144..139H,0.9667692307692308,6.735464785941404,HAT-P-39,True,5,"[44, 45, 46, 71, 72]",HAT-P-39 b,HAT-P-39,TIC 14770122,87.0,1.0,-1.0,0.0993,0.0025,-0.0025,6.74,0.25,-0.25,0.0,2455208.75049,0.00041,-0.00041,4.188,0.0408,-0.0408,0.349,0.085,-0.12,0.999,0.0,6430.0,4.16,1.625,Transit,host_single
HAT-P-56,6566,50,50,-0.077,0.08,0.08,1.296,0.036,0.036,1.428,0.03,0.03,4.24,0.015,0.015,0.444,0.023,0.023,2.791,0.0,0.246,0.0,0.0423,0.00039,0.00039,2.18,0.25,0.25,1.466,0.04,0.04,25.2,3.4,3.0,0.65,0.09,0.09,1840.0,21.0,21.0,2015AJ....150...85H,2015AJ....150...85H,1.0266106442577032,6.369646237798716,HAT-P-56,True,5,"[0, 1, 2, 3, 4]",HAT-P-56 b,HAT-P-56,TIC 84339983,82.13,0.18,-0.18,,,,6.37,0.11,-0.11,,,,,,,,,,,1.1,0.0,6566.0,3.39,1.47,Transit,host_single
TOI-5386,6036,120,99,0.176,0.091,0.094,1.142,0.07,0.063,1.27,0.039,0.053,4.291,0.051,0.032,0.56,0.078,0.057,3.622,0.048,0.034,0.057,0.0483,0.001,0.0009,0.485,0.057,0.056,1.339,0.045,0.059,6.7,1.2,0.8,0.19,0.03,0.03,1494.0,18.0,20.0,2025ApJS..280...30Y,2025ApJS..280...30Y,1.054330708661417,8.177989765118822,TOI-5386,True,5,"[0, 1, 2, 3, 4]",TOI-5386 A b,TOI-5386 A,TIC 202425357,83.951,0.095,-0.094,,,,8.384,0.099,-0.096,0.072,2459621.28242,0.00014,-0.00014,2.223,0.016,-0.016,0.8835,0.0039,-0.0039,1.172,0.0,6094.0,4.314,1.245,Transit,host_single
TOI-4994,5640,110,110,0.165,0.083,0.084,1.005,0.064,0.061,1.055,0.04,0.037,4.393,0.045,0.046,0.86,0.12,0.11,21.492,0.319,0.048,0.047,0.1515,0.0032,0.0031,0.28,0.037,0.034,0.762,0.03,0.027,11.9,2.1,1.9,0.59,0.12,0.11,718.0,10.0,10.0,2025AJ....169...72R,2025AJ....169...72R,0.7222748815165877,30.87900701103268,TOI-4994,True,6,"[66, 67, 93, 94, 100, 101]",TOI-4994 b,TOI-4994,TIC 277128619,89.56,0.29,-0.32,0.07424,0.00078,-0.00068,30.9,1.4,-1.4,0.319,2459965.47035,0.00042,-0.00041,4.452,0.031,-0.026,0.18,0.14,-0.12,0.551,0.0,5640.0,4.393,1.055,Transit,host_single
WASP-064,5550,150,150,-0.08,0.11,0.11,1.004,0.028,0.028,1.058,0.025,0.025,4.392,0.016,0.016,0.849,0.053,0.044,1.573,0.0,0.132,0.0,0.02648,0.00024,0.00024,1.271,0.068,0.068,1.271,0.039,0.039,19.6,1.4,1.3,0.619,0.064,0.052,1689.0,49.0,49.0,2013A+A...552A..82G,2013A+A...552A..82G,1.2013232514177692,5.38189804203094,WASP-064,True,5,"[6, 7, 33, 34, 87]",WASP-64 b,WASP-64,TIC 52640302,86.57,0.8,-0.6,0.1234,0.0011,-0.0011,5.39,0.11,-0.09,0.0,2455582.60169,0.00027,-0.00027,2.39976,0.01104,-0.01104,0.322,0.048,-0.068,1.522,0.0,5400.0,4.392,1.058,Transit,host_single
OGLE-TR-211,6325,91,91,0.11,0.1,0.1,1.312,0.061,0.058,1.56,0.179,0.1,4.169,0.052,0.085,0.345,0.068,0.09,3.677,0.0,-1.0,-1.0,0.05105,0.00079,0.00076,0.75,0.15,0.15,1.262,0.158,0.091,11.6,2.9,3.3,0.37,0.12,0.13,1686.0,90.0,55.0,2008A+A...482..299U,2010MNRAS.408.1689S,0.808974358974359,7.036785308658903,OGLE-TR-211,True,5,"[0, 1, 2, 3, 4]",OGLE-TR-211 b,OGLE-TR-211,TIC 390001646,87.2,,,,,,,,,0.0,2453428.334,0.003,-0.003,4.4112,0.132,-0.132,,,,0.723,0.0,6325.0,4.22,1.64,Transit,host_single
OGLE-TR-182,5924,64,64,0.37,0.08,0.08,1.187,0.044,0.044,1.53,0.17,0.17,4.142,0.089,0.089,0.33,0.1,0.1,3.979,0.0,-1.0,-1.0,0.05205,0.00065,0.00065,1.06,0.15,0.15,1.47,0.14,0.14,12.1,2.9,2.9,0.33,0.11,0.11,1550.0,81.0,81.0,2008A+A...487..749P,2010MNRAS.408.1689S,0.96078431372549,7.315305300999093,OGLE-TR-182,True,5,"[0, 1, 2, 3, 4]",OGLE-TR-182 b,OGLE-TR-182,TIC 466884459,85.7,0.3,-0.3,,,,,,,0.0,2454270.572,0.002,-0.002,,,,,,,1.04,0.0,5924.0,4.47,1.14,Transit,host_single
WASP-005,5770,65,65,0.09,0.09,0.09,1.033,0.049,0.049,1.088,0.04,0.04,4.379,0.03,0.03,0.801,0.08,0.08,1.628,0.0,-1.0,-1.0,0.0274,0.00044,0.00044,1.595,0.052,0.052,1.175,0.055,0.055,28.6,2.6,2.6,0.92,0.12,0.12,1753.0,35.0,35.0,2008MNRAS.387L...4A,2012MNRAS.426.1291S,1.0799632352941175,5.415328672029228,WASP-005,True,5,"[0, 1, 2, 3, 4]",WASP-5 b,WASP-5,TIC 184240683,86.9,2.8,-0.7,,,,,,,0.038,2454373.99598,0.00025,-0.00019,2.3688,0.0528,-0.048,0.31,0.06,-0.28,1.18,0.0,5700.0,4.395,1.029,Transit,host_single
WASP-049,5600,150,150,-0.23,0.07,0.07,1.0,0.1,0.1,1.038,0.038,0.036,4.406,0.019,0.019,0.893,0.039,0.036,2.782,0.0,-1.0,-1.0,0.0387,0.0013,0.0013,0.396,0.026,0.026,1.198,0.047,0.045,7.13,0.26,0.26,0.229,0.016,0.016,1399.0,39.0,43.0,2012A+A...544A..72L,2016A+A...587A..67L,1.1541425818882465,8.01709009932752,WASP-049,True,5,"[0, 1, 2, 3, 4]",WASP-49 b,WASP-49,TIC 306362738,84.89,0.19,-0.19,,,,8.37,0.37,-0.37,0.0,,,,,,,,,,1.4,0.0,5600.0,4.5,0.97,Transit,host_single
WASP-045,5100,200,200,0.36,0.12,0.12,0.904,0.067,0.067,0.917,0.024,0.024,4.47,0.014,0.014,1.174,0.047,0.047,3.126,0.0,-1.0,-1.0,0.0405,0.001,0.001,1.002,0.062,0.062,0.992,0.038,0.038,25.2,1.3,1.3,0.959,0.077,0.077,1170.0,24.0,24.0,2012MNRAS.422.1988A,2016MNRAS.456..990C,1.0817884405670666,9.497052535811632,WASP-045,True,4,"[2, 29, 69, 96]",WASP-45 b,WASP-45,TIC 120610833,85.02,0.2,-0.22,0.1137,0.0029,-0.0022,9.97,0.3,-0.31,,2458339.143039,0.000312,-0.00031,1.6824,0.0312,-0.0312,0.866,0.013,-0.012,1.29,0.0,5150.0,4.503,0.855,Transit,host_single
HAT-P-20,4595,45,45,0.22,0.09,0.09,0.748,0.042,0.042,0.68,0.006,0.006,4.643,0.02,0.02,1.67,0.11,0.11,2.876,0.0172,0.0016,0.0016,0.03593,0.00029,0.00029,7.22,0.36,0.36,1.025,0.053,0.053,170.2,7.6,7.3,6.26,0.29,0.29,964.0,10.0,10.0,2011ApJ...742..116B,2017A+A...601A..53E,1.5073529411764703,11.361912945168472,HAT-P-20,True,5,"[44, 45, 46, 71, 72]",HAT-P-20 b,HAT-P-20,TIC 26826078,86.8,0.2,-0.2,0.1284,0.0016,-0.0016,11.17,0.29,-0.29,0.015,2455080.92661,0.00021,-0.00021,1.848,0.0192,-0.0192,0.631,0.025,-0.028,0.9898,0.0,4595.0,4.63,0.694,Transit,host_single
TOI-564,5640,34,37,0.143,0.076,0.078,0.998,0.068,0.057,1.088,0.014,0.014,4.364,0.032,0.028,0.776,0.064,0.053,1.651,0.072,0.083,0.05,0.02736,0.00061,0.00053,1.46,0.1,0.1,1.02,0.79,0.21,-1.0,-1.0,-1.0,1.3,2.3,1.1,1714.0,20.0,21.0,2020AJ....160..229D,2020AJ....160..229D,0.9375,5.407423082726995,TOI-564,True,5,"[0, 1, 2, 3, 4]",TOI-564 b,TOI-564,TIC 1003831,78.38,0.71,-0.85,,,,,,,0.072,2458549.57554,0.00045,-0.00046,1.0272,0.0288,-0.0312,0.994,0.083,-0.049,0.92,0.0,5640.0,4.364,1.088,Transit,host_single
KELT-21,7598,81,84,-0.405,0.032,0.033,1.458,0.029,0.028,1.638,0.034,0.034,4.173,0.015,0.014,0.332,0.018,0.017,3.613,0.0,-1.0,-1.0,0.05224,0.00035,0.00034,0.0,3.9,0.0,1.61,0.034,0.034,0.0,38.9,0.0,0.0,0.93,0.0,2051.0,29.0,30.0,2018AJ....155..100J,2022MNRAS.513.2822G,0.9829059829059832,6.8579201441041215,KELT-21,True,5,"[41, 55, 75, 81, 82]",KELT-21 b,KELT-21,TIC 203189770,86.46,0.38,-0.34,0.09952,0.00071,-0.00073,6.86,0.13,-0.12,0.0,2457295.93434,0.00041,-0.00042,4.10544,0.02184,-0.02208,0.423,0.033,-0.039,0.99,0.0,7598.0,4.173,1.638,Transit,host_single
WASP-034,5704,26,26,0.08,0.04,0.04,1.01,0.07,0.07,0.93,0.12,0.12,4.5,0.1,0.1,-1.0,-1.0,-1.0,4.318,0.038,0.012,0.012,0.0524,0.0004,0.0004,0.59,0.01,0.01,1.22,0.11,0.08,9.1,1.1,1.4,0.34,0.08,0.08,1250.0,30.0,30.0,2011A+A...526A.130S,2011A+A...526A.130S,1.3118279569892473,12.115783140522437,WASP-034,True,5,"[0, 1, 2, 3, 4]",WASP-34 b,WASP-34,TIC 437242640,85.2,0.2,-0.2,,,,12.07,1.58,-1.58,0.04,,,,,,,,,,1.3,0.0,5700.0,4.5,0.91,Transit,host_single
WASP-031,6175,70,70,-0.2,0.09,0.09,1.163,0.026,0.026,1.252,0.033,0.033,4.308,0.02,0.02,0.592,0.042,0.042,3.406,0.0,-1.0,-1.0,0.04659,0.00035,0.00035,0.478,0.029,0.029,1.549,0.05,0.05,4.56,0.38,0.38,0.129,0.014,0.014,1575.0,32.0,32.0,2011A+A...531A..60A,2011A+A...531A..60A,1.2372204472843449,8.001870792392545,WASP-031,True,5,"[0, 1, 2, 3, 4]",WASP-31 b,WASP-31,TIC 437248515,84.41,0.22,-0.22,,,,,,,0.0,2455192.6887,0.0003,-0.0003,2.6472,0.0312,-0.0312,,,,1.615,0.0,6302.0,4.308,1.252,Transit,host_single
WASP-180,6500,150,150,0.1,0.2,0.2,1.3,0.1,0.1,1.19,0.06,0.06,4.42,0.01,0.01,0.83,0.01,0.01,3.409,-1.0,-1.0,-1.0,0.048,0.001,0.001,0.9,0.1,0.1,1.24,0.04,0.04,13.2,1.6,1.4,0.46,0.05,0.05,1540.0,40.0,40.0,2019MNRAS.490.2467T,2019MNRAS.490.2467T,1.0420168067226891,8.673560834449317,WASP-180,True,5,"[0, 1, 2, 3, 4]",WASP-180 A b,WASP-180 A,TIC 178367144,88.1,0.1,-0.1,,,,,,,0.0,2457763.315,0.0001,-0.0001,3.1176,0.0096,-0.0096,0.29,0.02,-0.02,1.23,0.0,6600.0,4.42,1.19,Transit,host_single
WASP-135,5680,60,60,0.02,0.13,0.13,0.98,0.06,0.06,0.96,0.05,0.05,4.47,0.03,0.03,1.12,0.15,0.15,1.401,0.0,0.049,0.0,0.0243,0.0005,0.0005,1.9,0.08,0.08,1.3,0.09,0.09,25.7,3.1,2.8,0.87,0.17,0.17,-1.0,-1.0,-1.0,2016PASP..128b4401S,2016PASP..128b4401S,1.3541666666666667,5.442998234587041,WASP-135,True,5,"[0, 1, 2, 3, 4]",WASP-135 b,WASP-135,TIC 308172249,82.0,0.6,-0.6,,,,,,,0.0,2455230.9902,0.0009,-0.0009,1.656,0.024,-0.024,0.8,0.03,-0.03,1.94,0.0,5675.0,4.47,0.96,Transit,host_single
WASP-175,6229,100,100,0.15,0.069,0.069,1.212,0.045,0.045,1.204,0.064,0.064,4.359,0.045,0.045,0.693,0.125,0.094,3.065,0.0,0.28,0.0,0.04403,0.00055,0.00055,0.99,0.13,0.13,1.208,0.081,0.081,15.6,3.0,2.5,0.56,0.15,0.11,1571.0,49.0,49.0,2019MNRAS.489.2478N,2019MNRAS.489.2478N,1.0033222591362123,7.863671293839216,WASP-175,True,5,"[0, 1, 2, 3, 4]",WASP-175 b,WASP-175,TIC 448589187,85.33,0.62,-0.62,,,,7.86,0.41,-0.41,0.0,2457143.78886,0.00034,-0.00034,2.676,0.0408,-0.0408,0.64,0.043,-0.061,1.064,0.0,6229.0,4.359,1.204,Transit,host_single
WASP-173,5700,150,150,0.16,0.14,0.14,1.05,0.08,0.08,1.11,0.05,0.05,4.37,0.03,0.03,0.76,0.08,0.08,1.387,0.0,0.032,0.0,0.0248,0.0006,0.0006,3.69,0.18,0.18,1.2,0.06,0.06,48.9,5.7,5.2,2.14,0.28,0.28,1880.0,55.0,55.0,2019MNRAS.482.1379H,2019MNRAS.482.1379H,1.081081081081081,4.804319206949478,WASP-173,True,5,"[0, 1, 2, 3, 4]",WASP-173 A b,WASP-173 A,TIC 77031414,85.2,1.1,-1.1,,,,4.78,0.17,-0.17,0.0,2457288.8585,0.0002,-0.0002,2.2968,0.0168,-0.0168,0.4,0.08,-0.08,1.23,0.0,5800.0,4.37,1.11,Transit,host_single
