System,Teff,err,err.1,[Fe/H],erru,errd,M_A,errup,errdn,R_A,errup.1,errdn.1,loggA,errup.2,errdn.2,rho_A,errup.3,errdn.3,Period,e,errup.4,errdown,a(AU),errup.5,errdown.1,M_b,errup.6,errdn.4,R_b,errup.7,errdn.5,g_b,errup.8,errdn.6,rho_b,errup.9,errdn.7,Teq,err.2,err.3,Discovery_reference,Recent_reference,Rp_Rs,a_Rs,host_star,has_pdcsap,n_sectors,sector_list,pl_name,hostname,tic_id,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_orbeccen,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_imppar,pl_impparerr1,pl_impparerr2,pl_trandep,ttv_flag,st_teff,st_logg,st_rad,discoverymethod,nea_match_type
WASP-161,6406,100,100,0.16,0.09,0.09,1.39,0.14,0.14,1.712,0.083,0.072,4.111,0.023,0.033,0.282,0.013,0.027,5.406,0.0,-1.0,-1.0,0.0673,0.0023,0.0023,2.49,0.021,0.021,1.143,0.065,0.058,49.0,66.0,30,1.66,0.22,0.22,1557.0,34.0,29.0,2019AJ....157...43B,2019AJ....157...43B,0.6676401869158879,8.453069832415089,WASP-161,True,4,"[0, 1, 2, 3]",WASP-161 b,WASP-161,TIC 50712784,89.01,0.69,-1.0,0.0671,0.0017,-0.0017,8.49,0.13,-0.28,,2457416.5289,0.0011,-0.0011,5.1288,0.0528,-0.0528,0.14,0.15,-0.1,0.45092,0.0,6400.0,4.111,1.712,Transit,host_single
Gaia-002,5720,84,84,-1.0,-1.0,-1.0,1.0,0.095,0.095,1.064,0.031,0.031,-1.0,-1.0,-1,1.05,0.22,0.22,3.693,0.346,0.023,0.023,0.0467,0.0015,0.0015,0.773,0.041,0.041,1.327,0.014,0.014,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,2022A+A...663A.101P,2022A+A...663A.101P,1.2471804511278195,9.437965935402016,Gaia-002,True,4,"[0, 1, 2, 3]",Gaia-2 b,Gaia-2,TIC 147797743,85.21,0.25,-0.25,,,,,,,,2458843.98875,0.00019,-0.00019,,,,,,,,0.0,5720.0,,1.064,Transit,host_single
55_Cnc_e,5172,18,18,0.35,0.1,0.1,0.873,0.051,0.035,0.954,0.017,0.018,4.43,0.02,0.02,1.0,0.11,0.07,0.737,0.05,0.03,0.03,0.01544,5e-05,0.00005,0.0243,0.0012,0.0009,0.1692,0.0039,0.0041,21.4,2.1,1.9,4.71,0.56,0.53,2349.0,188.0,193.0,2011ApJ...737L..18W,2019ApJ...883...79D,0.1773584905660377,3.480182943480039,55 Cnc,True,4,"[0, 1, 2, 3]",55 Cnc e,55 Cnc,TIC 332064670,83.59,0.47,-0.44,0.0182,0.0002,-0.0002,3.52,0.01,-0.01,0.05,2457063.2096,0.0006,-0.0004,,,,0.39,0.03,-0.03,,0.0,5172.0,4.43,0.943,Radial Velocity,planet_name
HATS-52,6010,150,150,0.22,0.1,0.1,1.111,0.054,0.054,1.046,0.058,0.058,4.445,0.034,0.034,0.97,0.13,0.13,1.367,0.0,0.246,0.0,0.02498,0.0004,0.00040,2.24,0.15,0.15,1.382,0.086,0.086,29.4,3.7,3.3,0.8,0.14,0.14,1834.0,73.0,73.0,2018AJ....155...79H,2018AJ....155...79H,1.321223709369025,5.135277327856263,HATS-52,True,4,"[0, 1, 2, 3]",HATS-52 b,HATS-52,TIC 19684256,84.7,1.1,-1.1,0.1352,0.0028,-0.0028,5.14,0.22,-0.22,0.246,2456929.03039,0.00033,-0.00033,2.0904,0.0312,-0.0312,0.481,0.071,-0.084,,0.0,6010.0,4.445,1.046,Transit,host_single
HATS-49,4354,70,70,0.08,0.084,0.084,0.7133,0.0075,0.0075,0.6977,0.0055,0.0055,4.6036,0.0077,0.0077,2.099,0.052,0.052,4.148,0.0,0.071,0.0,0.04515,0.00016,0.00016,0.353,0.038,0.027,0.765,0.013,0.013,15.0,1.5,1.3,0.743,0.071,0.071,835.0,4.0,4.0,2020AJ....159..173H,2020AJ....159..173H,1.0964597964741294,13.9152875308666,HATS-49,True,4,"[0, 1, 2, 3]",HATS-49 b,HATS-49,TIC 281541545,88.27,0.16,-0.11,0.1127,0.0015,-0.0015,13.91,0.11,-0.11,0.071,2457105.1648,0.00054,-0.00054,2.346,0.0228,-0.0228,0.42,0.025,-0.035,,0.0,4405.0,4.6036,0.6977,Transit,host_single
NGTS-06,4730,44,40,0.11,0.09,0.09,0.767,0.025,0.025,0.754,0.013,0.013,4.63,0.12,0.12,2.767,0.058,0.058,0.882,0.0,-1.0,-1.0,0.01677,0.00032,0.00032,1.339,0.028,0.028,1.326,0.097,0.112,-1.0,-1.0,-1,0.54,0.11,0.18,1284.0,12.0,12.0,2019MNRAS.489.4125V,2019MNRAS.489.4125V,1.7586206896551726,4.782608921322969,NGTS-06,True,4,"[0, 1, 2, 3]",NGTS-6 b,NGTS-6,TIC 1528696,78.231,0.262,-0.21,,,,4.784,0.043,-0.048,0.0,2457982.3784,0.0003,-0.0003,,,,0.976,0.015,-0.02,,0.0,4730.0,4.7,0.754,Transit,host_single
NGTS-04,5143,100,100,-0.28,0.1,0.1,0.75,0.02,0.02,0.84,0.01,0.01,4.5,0.1,0.1,1.27,0.1,0.1,1.337,0.0,0.68,0.0,0.019,0.005,0.005,0.065,0.009,0.009,0.284,0.023,0.023,-1.0,-1.0,-1,1.44,0.12,0.12,-1.0,-1.0,-1.0,2019MNRAS.486.5094W,2019MNRAS.486.5094W,0.338095238095238,4.8638197040401545,NGTS-04,True,4,"[0, 1, 2, 3]",NGTS-4 b,NGTS-4,TIC 143143769,82.5,5.8,-5.8,0.035,0.003,-0.003,4.79,1.21,-1.21,0.0,2457607.9975,0.0034,-0.0034,1.8,0.1,-0.1,,,,,0.0,5143.0,4.5,0.84,Transit,host_single
MASCARA-4,7810,165,165,-0.17,0.12,0.12,1.75,0.05,0.05,1.79,0.04,0.04,4.1,0.05,0.05,-1.0,-1.0,-1.0,2.824,0.0,-1.0,-1.0,0.0474,0.0013,0.0013,1.68,0.24,0.24,1.515,0.044,0.044,18.1,2.9,2.9,0.481,0.085,0.079,2250.0,62.0,62.0,2020A+A...635A..60D,2022A+A...666A..47Z,0.8463687150837989,5.694144232168855,MASCARA-4,True,4,"[0, 1, 2, 3]",MASCARA-4 b,MASCARA-4,TIC 371443216,86.89,0.49,-0.49,0.0869,0.0015,-0.0015,5.704,0.086,-0.096,,2458909.66419,0.00046,-0.00046,3.97,0.031,-0.031,0.309,0.044,-0.044,,0.0,7800.0,4.1,1.79,Transit,host_single
TOI-1478,5597,83,82,0.078,0.072,0.066,0.947,0.059,0.041,1.048,0.03,0.029,4.374,0.039,0.032,0.822,0.099,0.078,10.18,0.024,0.032,0.017,0.0903,0.0013,0.0018,0.851,0.047,0.052,1.06,0.04,0.039,18.7,2.0,1.8,0.66,0.1,0.08,918.0,11.0,11.0,2021AJ....161..194R,2021AJ....161..194R,1.0114503816793894,18.52804601199547,TOI-1478,True,4,"[0, 1, 2, 3]",TOI-1478 b,TOI-1478,TIC 409794137,87.63,0.25,-0.25,0.102,0.0011,-0.0012,,,,0.055,2459066.0187,0.00031,-0.00031,4.131,0.041,-0.041,0.636,0.029,-0.035,0.10936,0.0,,,,Transit,host_single
Kepler-1659b,5857,273,198,0.07,0.14,0.15,1.05,0.13,0.07,1.07,0.31,0.13,4.4,0.09,0.19,-1.0,-1.0,-1.0,13.616,0.0114,-1.0,-1.0,0.11229,-1.0,-1,0.0283,0.0009,0.0009,0.17,0.018,0.018,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,2019MNRAS.485.4601P,2019MNRAS.485.4601P,0.1588785046728972,22.566305176389665,Kepler-1659b,True,4,"[0, 1, 2, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
Kepler-1657,5830,100,100,0.16,0.07,0.07,1.01,0.07,0.16,0.96,0.05,0.06,4.473,0.027,0.034,1.33,0.28,0.24,141.242,0.496,0.031,0.031,0.534,0.012,0.030,1.93,0.19,0.21,0.99,0.06,0.07,49.0,6.0,5.3,1.85,0.32,0.27,347.0,12.0,12.0,2019A+A...623A.104H,2019A+A...623A.104H,1.03125,119.61156614277697,Kepler-1657,True,4,"[0, 1, 2, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
Kepler-1649b,3240,61,61,-0.15,0.11,0.11,0.1977,0.0051,0.0051,0.2317,0.0049,0.0049,5.004,0.021,0.021,-1.0,-1.0,-1.0,8.689,-1.0,-1.0,-1.0,0.0514,0.0028,0.0028,-1.0,-1.0,-1.0,0.0907,0.0045,0.0045,-1.0,-1.0,-1,-1.0,-1.0,-1,307.0,26.0,26.0,2017AJ....153..162A,2020ApJ...893L..27V,0.3914544669831679,47.70240091353104,Kepler-1649b,True,4,"[0, 1, 2, 3]",Kepler-1649 b,Kepler-1649,TIC 137558813,89.15,0.11,-0.079,0.0402,0.0018,-0.0018,44.77,0.93,-0.93,,2455374.6219,0.0016,-0.0016,1.184,0.085,-0.066,0.65,0.072,-0.12,,0.0,3240.0,5.004,0.2317,Transit,planet_name
HATS-33,5659,85,85,0.29,0.05,0.05,1.062,0.032,0.032,1.022,0.05,0.037,4.445,0.036,0.036,0.99,0.11,0.11,2.55,0.0,0.08,0.0,0.03727,0.00037,0.00037,1.192,0.053,0.053,1.23,0.112,0.081,19.5,3.5,2.9,0.6,0.14,0.14,1429.0,38.0,38.0,2016AJ....152..161D,2016AJ....152..161D,1.203522504892368,7.841725754992497,HATS-33,True,4,"[0, 1, 2, 3]",HATS-33 b,HATS-33,TIC 360742636,87.62,0.92,-0.92,0.1237,0.008,-0.008,7.83,0.32,-0.32,0.08,2456497.23181,0.0005,-0.0005,2.676,0.0432,-0.0432,0.33,0.11,-0.12,,0.0,5659.0,4.445,1.022,Transit,host_single
WASP-020,5987,20,20,0.07,0.02,0.02,1.113,0.034,0.034,1.242,0.045,0.045,4.296,0.03,0.030,0.581,0.06,0.06,4.9,0.0,0.11,0.0,0.05851,0.00059,0.00059,0.396,0.046,0.046,1.382,0.057,0.057,5.13,0.73,0.73,0.14,0.024,0.024,1330.0,25.0,25.0,2015A+A...575A..61A,2020A+A...635A..74S,1.112721417069243,10.130051544285411,WASP-020,True,4,"[0, 1, 2, 3]",WASP-20 b,WASP-20,TIC 211438925,85.82,0.16,-0.16,0.09963,0.00047,-0.00047,9.5,0.17,-0.17,,2455715.66591,0.00034,-0.00034,,,,0.691,0.028,-0.028,,0.0,,,1.242,Transit,host_single
HATS-64,6635,85,85,0.22,0.042,0.042,1.562,0.026,0.026,2.113,0.066,0.066,3.981,0.022,0.022,0.165,0.013,0.013,4.909,0.0,0.001,0.0,0.0656,0.00037,0.00037,0.93,0.2,0.14,1.674,0.073,0.073,8.2,1.9,1.5,0.184,0.042,0.042,1797.0,25.0,25.0,2019AJ....157...55H,2019AJ....157...55H,0.7922385234264079,6.675864223265218,HATS-64,True,4,"[0, 1, 2, 3]",HATS-64 b,HATS-64,TIC 189625051,87.24,0.85,-0.85,0.0817,0.0024,-0.0024,6.68,0.2,-0.2,0.151,2457769.82287,0.00082,-0.00082,5.8056,0.048,-0.048,0.321,0.082,-0.101,,0.0,6554.0,3.982,2.113,Transit,host_single
HATS-59,5670,91,91,0.18,0.064,0.064,1.038,0.039,0.039,1.036,0.067,0.067,4.422,0.053,0.053,0.93,0.17,0.17,5.416,0.129,0.049,0.049,0.06112,0.00076,0.00076,0.806,0.069,0.069,1.126,0.077,0.077,15.7,2.5,2.5,0.53,0.12,0.12,1128.0,40.0,40.0,2018AJ....156..216S,2018AJ....156..216S,1.0868725868725868,12.686059472728347,HATS-59,True,4,"[0, 1, 2, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
HATS-58,6460,130,130,0.06,0.069,0.069,1.461,0.043,0.043,1.433,0.059,0.059,4.292,0.028,0.028,0.498,0.05,0.05,4.218,0.0,0.168,0.0,0.05798,0.00057,0.00057,1.03,0.23,0.23,1.095,0.062,0.062,21.4,5.5,4.8,0.724,0.204,0.204,1721.0,34.0,34.0,2019AJ....158...63E,2019AJ....158...63E,0.7641311933007676,8.700318941117583,HATS-58,True,4,"[0, 1, 2, 3]",HATS-58 A b,HATS-58 A,TIC 21113347,85.69,0.33,-0.33,0.0786,0.0025,-0.0025,8.71,0.3,-0.3,0.168,2457463.2999,0.0017,-0.0017,3.18,0.0744,-0.0744,0.655,0.03,-0.033,,0.0,7175.0,4.292,1.433,Transit,host_single
WASP-035,6072,62,62,-0.05,0.05,0.05,1.07,0.03,0.03,1.09,0.03,0.03,4.4,0.02,0.02,0.83,0.07,0.07,3.162,0.0,-1.0,-1.0,0.04317,0.00033,0.00033,0.72,0.06,0.06,1.32,0.05,0.05,9.5,0.9,0.9,0.32,0.04,0.04,1450.0,30.0,30.0,2011AJ....142...86E,2011AJ....142...86E,1.211009174311927,8.516452011765683,WASP-035,True,4,"[0, 1, 2, 3]",WASP-35 b,WASP-35,TIC 43647325,87.96,0.28,-0.28,,,,8.53,0.21,-0.21,0.0,,,,,,,,,,1.5,0.0,5990.0,4.4,1.08,Transit,host_single
HATS-48,4190,100,100,0.0,0.1,0.1,0.7279,0.0066,0.0066,0.7152,0.0038,0.0038,4.5909,0.0039,0.0039,1.987,0.026,0.026,3.132,0.0,0.162,0.0,0.03769,0.00011,0.00011,0.243,0.022,0.03,0.8,0.015,0.015,9.51,0.82,1.19,0.444,0.051,0.051,955.0,5.0,5.0,2020AJ....159..173H,2020AJ....159..173H,1.1185682326621926,11.331875242996416,HATS-48,True,4,"[0, 1, 2, 3]",HATS-48 A b,HATS-48 A,TIC 201642601,89.58,0.18,-0.18,0.1148,0.002,-0.002,11.33,0.049,-0.049,0.162,2457100.55022,0.00045,-0.00045,2.34576,0.012,-0.012,0.083,0.039,-0.035,,0.0,4546.0,4.5909,0.7152,Transit,host_single
HATS-47,4479,51,51,-0.14,0.066,0.066,0.674,0.016,0.012,0.6564,0.0055,0.0055,4.633,0.011,0.011,2.381,0.092,0.07,3.923,0.0,0.088,0.0,0.04269,0.00033,0.00025,0.369,0.031,0.021,1.117,0.014,0.014,7.35,0.56,0.52,0.25,0.02,0.020,853.0,5.0,5.0,2020AJ....159..173H,2020AJ....159..173H,1.7017062766605728,13.984944117755408,HATS-47,True,4,"[0, 1, 2, 3]",HATS-47 b,HATS-47,TIC 158297421,87.08,0.061,-0.061,0.1746,0.0014,-0.0014,13.98,0.15,-0.15,0.088,2457365.35804,0.00029,-0.00029,2.00232,0.02136,-0.02136,0.7127,0.0096,-0.0096,,0.0,4512.0,4.633,0.6564,Transit,host_single
HATS-38,5662,80,80,-0.102,0.043,0.043,0.92,0.03,0.03,1.08,0.02,0.02,4.34,0.02,0.02,0.72,0.06,0.04,4.375,0.112,0.072,0.07,0.051,0.0002,0.0002,0.065,0.015,0.014,0.598,0.018,0.018,-1.0,-1.0,-1,0.29,0.08,0.07,1294.0,10.0,10.0,2020AJ....160..222J,2024AJ....168..185E,0.5537037037037037,10.1542902593119,HATS-38,True,4,"[0, 1, 2, 3]",HATS-38 b,HATS-38,TIC 168281028,87.21,0.18,-0.18,0.057,0.0012,-0.0012,9.81,0.14,-0.14,0.0,2457725.16042,0.00072,-0.00072,3.216,0.0456,-0.0456,0.476,0.027,-0.03,,0.0,5732.0,4.301,1.105,Transit,host_single
TOI-1467,3810,73,78,-0.1,0.27,0.24,0.498,0.026,0.025,0.472,0.018,0.018,4.787,0.027,0.027,-1.0,-1.0,-1.0,5.971,-1.0,-1.0,-1.0,0.051,0.0009,0.0009,-1.0,-1.0,-1.0,0.164,0.014,0.014,-1.0,-1.0,-1,-1.0,-1.0,-1,558.0,16.0,16.0,2024PASA...41...30M,2024PASA...41...30M,0.3474576271186441,23.234392966222146,TOI-1467,True,4,"[0, 1, 2, 3]",TOI-1467 b,TOI-1467,TIC 240968774,,,,0.0358,0.003,-0.0018,,,,,2458766.9885,0.001,-0.0013,1.5784,0.0627,-0.0442,,,,,0.0,3834.0,,0.491,Transit,host_single
Kepler-511c,5902,88,86,-0.356,0.064,0.06,1.024,0.07,0.06,1.785,0.073,0.071,3.945,0.044,0.040,0.179,0.018,0.021,29.629,0.17,0.14,0.11,0.1792,0.0097,0.0097,0.1,0.039,0.036,0.371,0.018,0.017,-1.0,-1.0,-1,2.0,0.8,0.8,899.0,32.0,32.0,2025AJ....169..248C,2025AJ....169..248C,0.2078431372549019,21.58752918796274,Kepler-511c,True,4,"[0, 1, 2, 3]",Kepler-511 c,Kepler-511,TIC 164456037,,,,,,,,,,,,,,,,,,,,,0.0,5866.0,4.117,1.417,Transit,planet_name
Kepler-511b,5902,88,86,-0.356,0.064,0.06,1.024,0.07,0.06,1.785,0.073,0.071,3.945,0.044,0.040,0.179,0.018,0.021,296.638,0.277,0.07,0.068,0.894,0.048,0.048,0.44,0.11,0.12,0.886,0.033,0.033,-1.0,-1.0,-1,0.63,0.17,0.19,402.0,14.0,14.0,2016ApJ...822...86M,2025AJ....169..248C,0.4963585434173669,107.69671369441234,Kepler-511b,True,4,"[0, 1, 2, 3]",Kepler-511 b,Kepler-511,TIC 164456037,,,,0.048438,0.000159,-0.000305,,,,,2455236.672788,0.000944,-0.000944,16.2231,0.0546,-0.0546,,,,,0.0,5770.0,4.28,1.2,Transit,planet_name
Kepler-492,5238,87,87,0.15,0.14,0.14,0.88,0.05,0.05,0.9,0.03,0.03,4.558,0.014,0.014,1.53,0.08,0.08,11.72,0.026,0.018,0.018,0.101,0.001,0.0010,39.7,2.1,2.1,0.87,0.02,0.02,-1.0,-1.0,-1,68.5,5.4,5.1,737.0,31.0,31.0,2013A+A...551L...9D,2023MNRAS.519.5177C,0.9666666666666668,24.131372145658872,Kepler-492,True,4,"[0, 1, 2, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
KOI-415,5783,84,84,-0.24,0.1,0.1,0.93,0.14,0.14,1.36,0.04,0.04,4.22,0.06,0.09,-1.0,-1.0,-1.0,166.788,0.7,0.003,0.003,0.593,0.013,0.013,64.8,6.8,6.8,0.86,0.03,0.03,2455.0,497.0,549,119.0,39.0,39,-1.0,-1.0,-1.0,2013A+A...558L...6M,2023MNRAS.519.5177C,0.6323529411764706,93.76028912447684,KOI-415,True,4,"[0, 1, 2, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
KOI-134,6160,130,130,0.427,0.069,0.069,1.407,0.043,0.043,1.667,0.024,0.024,4.11,0.13,0.13,0.95,0.47,0.47,67.526,0.201,0.001,0.001,0.3653,0.0088,0.0096,0.98,-1.0,-1.0,1.074,0.017,0.017,-1.0,-1.0,-1,-1.0,-1.0,-1,659.0,36.0,46.0,2025NatAs...9.1317N,2025NatAs...9.1317N,0.6442711457708459,47.12129586158967,KOI-134,True,4,"[0, 1, 2, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
Kepler-1659c,5857,273,198,0.07,0.14,0.15,1.05,0.13,0.07,1.07,0.31,0.13,4.4,0.09,0.19,-1.0,-1.0,-1.0,20.408,0.014,-1.0,-1.0,0.14728,-1.0,-1,0.0145,0.0009,0.0009,0.17,0.027,0.027,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,2019MNRAS.485.4601P,2019MNRAS.485.4601P,0.1588785046728972,29.5980534898804,Kepler-1659c,True,4,"[0, 1, 2, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
NGTS-24,5820,93,80,0.27,0.18,0.03,1.26,0.05,0.21,1.64,0.03,0.09,4.09,0.05,0.04,0.288,0.041,0.041,3.468,0.0,-1.0,-1.0,0.0479,0.0028,0.0030,0.52,0.12,0.1,1.214,0.058,0.062,-1.0,-1.0,-1,0.271,0.09,0.066,1499.0,41.0,36.0,2023MNRAS.518.4845J,2023MNRAS.518.4845J,0.7402439024390244,6.280508652495496,NGTS-24,True,4,"[0, 1, 2, 3]",NGTS-24 b,NGTS-24,TIC 151920165,82.61,0.52,-0.61,0.0768,0.0028,-0.0023,6.37,0.29,-0.31,0.0,2458100.6229,0.0011,-0.0011,2.929,0.095,-0.083,0.821,0.026,-0.026,,0.0,5820.0,4.09,1.64,Transit,host_single
TOI-1422c,5840,62,62,-0.09,0.07,0.07,0.981,0.062,0.065,1.019,0.014,0.013,4.41,0.11,0.11,0.92,0.07,0.07,34.563,0.0,0.2,0.0,0.205,0.005,0.005,0.044,0.009,0.009,0.233,0.012,0.012,20.1,5.1,4.6,3.2,1.0,0.8,628.0,10.0,10.0,2026MNRAS.545f2030N,2026MNRAS.545f2030N,0.2286555446516192,43.25963292369788,TOI-1422c,True,4,"[0, 1, 2, 3]",TOI-1422 c,TOI-1422,TIC 333473672,89.77,0.15,-0.19,,,,43.2,0.97,-1.02,0.2,2458756.3525,0.0062,-0.0057,6.12,0.18,-0.18,0.17,0.14,-0.12,,0.0,,,,Radial Velocity,planet_name
TOI-1422b,5840,62,62,-0.09,0.07,0.07,0.981,0.062,0.065,1.019,0.014,0.013,4.41,0.11,0.11,0.92,0.07,0.07,12.997,0.0,0.2,0.0,0.107,0.003,0.003,0.03,0.006,0.006,0.341,0.01,0.01,6.4,1.4,1.3,0.7,0.16,0.15,870.0,14.0,14.0,2022A+A...667A...8N,2026MNRAS.545f2030N,0.3346418056918548,22.57941816017401,TOI-1422b,True,4,"[0, 1, 2, 3]",TOI-1422 b,TOI-1422,TIC 333473672,89.53,0.3,-0.31,,,,22.51,0.5,-0.53,0.2,2458745.9405,0.0023,-0.0021,4.46,0.12,-0.12,0.19,0.12,-0.12,,1.0,,,,Transit,planet_name
TOI-1416,4884,70,70,0.08,0.05,0.05,0.798,0.035,0.044,0.793,0.036,0.028,4.52,0.05,0.05,1.57,0.23,0.15,1.07,0.0,-1.0,-1.0,0.019,0.0003,0.0003,0.0109,0.0015,0.0015,0.1445,0.0071,0.0071,-1.0,-1.0,-1,3.39,0.75,0.63,1517.0,39.0,39.0,2023A+A...677A..12D,2023A+A...677A..12D,0.1822194199243379,5.152091489777717,TOI-1416,True,4,"[0, 1, 2, 3]",TOI-1416 b,TOI-1416,TIC 158025009,85.7,1.7,-1.4,0.01873,0.00054,-0.00054,5.14,0.24,-0.24,0.0,2458739.4621,0.0008,-0.0008,1.5,0.035,-0.035,0.39,0.1,-0.14,0.0455,0.0,4884.0,4.52,0.793,Transit,host_single
TIC_52059926,4505,70,70,-0.08,0.05,0.05,0.73,0.04,0.04,0.72,0.02,0.02,4.62,0.02,0.02,2.46,0.24,0.24,175.532,0.51,0.026,0.026,0.553,0.025,0.025,16.9,1.2,1.1,0.955,0.047,0.051,452.0,65.0,54,18.2,3.6,2.7,230.0,6.0,6.0,arXiv:2602.02836,arXiv:2602.02836,1.3263888888888888,165.1565445117495,TIC 52059926,True,4,"[0, 1, 2, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
WASP-054,6296,40,40,0.0,0.04,0.04,1.213,0.032,0.032,1.828,0.091,0.081,3.997,0.032,0.035,0.198,0.025,0.024,3.694,0.067,0.033,0.025,0.04987,0.00044,0.00044,0.636,0.025,0.024,1.653,0.09,0.083,5.32,0.52,0.52,0.141,0.022,0.019,1759.0,46.0,46.0,2013A+A...551A..73F,2013A+A...551A..73F,0.9042669584245075,5.866327837671464,WASP-054,True,4,"[0, 1, 2, 3]",WASP-54 b,WASP-54,TIC 61098812,84.97,0.61,-0.61,,,,5.88,0.29,-0.29,0.07,,,,,,,,,,0.86,0.0,6100.0,4.0,1.76,Transit,host_single
WASP-053,4950,60,60,0.22,0.11,0.11,0.839,0.054,0.054,0.798,0.023,0.023,4.553,0.019,0.020,1.648,0.091,0.085,3.31,0.0,0.03,0.0,0.04101,0.00083,0.00091,2.132,0.092,0.094,1.074,0.037,0.037,47.8,2.5,2.4,1.72,0.15,0.13,1053.0,16.0,16.0,2017MNRAS.467.1714T,2017MNRAS.467.1714T,1.3458646616541354,11.050706153057437,WASP-053,True,4,"[0, 1, 2, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
TOI-6695b,6400,100,100,0.2,0.05,0.05,1.338,0.023,0.022,1.517,0.023,0.022,4.202,0.015,0.015,0.383,0.018,0.018,80.389,0.04,0.006,0.007,0.402,0.002,0.002,0.21,0.01,0.01,0.85,0.02,0.02,-1.0,-1.0,-1,0.31,0.03,0.03,599.0,8.0,8.0,2025AJ....169..298E,2025AJ....169..298E,0.5603164139749506,56.98277894945979,TOI-6695b,True,4,"[0, 1, 2, 3]",TOI-6695 b,TOI-6695,TIC 118339710,90.62,0.02,-0.02,,,,,,,0.04,,,,,,,,,,,1.0,6400.0,4.202,1.517,Transit,planet_name
HD_020329,5596,50,50,-0.07,0.06,0.0,0.9,0.05,0.05,1.13,0.02,0.02,4.4,0.07,0.07,0.62,0.05,0.05,0.926,0.0,-1.0,-1.0,0.018,0.0003,0.0003,0.0233,0.0034,0.0034,0.153,0.006,0.006,24.7,4.1,4.1,6.1,1.2,1.2,2141.0,17.0,17.0,2022A+A...668A.158M,2022A+A...668A.158M,0.1353982300884955,3.425288957852219,HD 020329,True,4,"[0, 1, 2, 3]",HD 20329 b,HD 20329,TIC 333657795,76.01,0.46,-0.46,0.0139,0.0005,-0.0005,3.42,0.06,-0.06,0.0,2459472.14321,0.00082,-0.00075,1.26,,,0.826,0.017,-0.016,,0.0,5596.0,4.4,1.13,Transit,host_single
Kepler-430c,5884,75,75,0.2,0.1,0.1,1.166,0.134,0.095,1.485,0.266,0.234,-1.0,-1.0,-1,-1.0,-1.0,-1.0,110.979,-1.0,-1.0,-1.0,0.4757,-1.0,-1,-1.0,-1.0,-1.0,0.156,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,458.0,-1.0,-1.0,2015AJ....149...55E,2015AJ....149...55E,0.105050505050505,68.88265064320387,Kepler-430c,True,4,"[0, 1, 2, 3]",Kepler-430 c,Kepler-430,TIC 26748113,,,,0.0108,,,,,,,,,,,,,,,,,0.0,5884.0,4.15,1.485,Transit,planet_name
Kepler-430b,5884,75,75,0.2,0.1,0.1,1.166,0.134,0.095,1.485,0.266,0.234,-1.0,-1.0,-1,-1.0,-1.0,-1.0,35.968,-1.0,-1.0,-1.0,0.2244,-1.0,-1,-1.0,-1.0,-1.0,0.29,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,667.0,-1.0,-1.0,2015AJ....149...55E,2015AJ....149...55E,0.1952861952861952,32.49372882979808,Kepler-430b,True,4,"[0, 1, 2, 3]",Kepler-430 b,Kepler-430,TIC 26748113,,,,0.02003,,,,,,,,,,,,,,,,,0.0,5884.0,4.15,1.485,Transit,planet_name
TOI-1648,4850,50,50,0.2,0.09,0.09,0.83,0.06,0.06,0.81,0.02,0.02,4.5,0.1,0.1,-1.0,-1.0,-1.0,7.332,0.178,0.075,0.053,0.0694,0.0016,0.0017,0.0233,0.0035,0.004,0.227,0.013,0.011,-1.0,-1.0,-1,1.88,0.45,0.45,799.0,16.0,16.0,arXiv:2511.20119,arXiv:2511.20119,0.2802469135802469,18.4237318691829,TOI-1648,True,4,"[0, 1, 2, 3]",TOI-1648 b,TOI-1648,TIC 376353509,88.29,0.11,-0.26,0.0287,0.0015,-0.0011,26.4,0.6,-1.9,0.178,2459925.3431,0.0008,-0.001,1.54,0.13,-0.15,0.736,0.067,-0.06,,0.0,4850.0,4.5,0.81,Transit,host_single
